0.0212766,1
0.0212766,0.5
0.04255319,0.66666667
0.04255319,0.11111111
0.06382979,0.15789474
0.06382979,0.14285714
0.08510638,0.18181818
0.08510638,0.13793103
0.10638298,0.16666667
0.10638298,0.14705882
0.12765957,0.17142857
0.14893617,0.19444444
0.14893617,0.18421053
0.17021277,0.20512821
0.17021277,0.17391304
0.19148936,0.19148936
0.21276596,0.20833333
0.21276596,0.18518519
0.23404255,0.2
0.23404255,0.19298246
0.25531915,0.20689655
0.27659574,0.22033898
0.29787234,0.23333333
0.29787234,0.21538462
0.31914894,0.22727273
0.31914894,0.2173913
0.34042553,0.22857143
0.34042553,0.21917808
0.36170213,0.22972973
0.38297872,0.24
0.38297872,0.23376623
0.40425532,0.24358974
0.42553191,0.25316456
0.42553191,0.24096386
0.44680851,0.25
0.44680851,0.24137931
0.46808511,0.25
0.46808511,0.23404255
0.4893617,0.24210526
0.4893617,0.23232323
0.5106383,0.24
0.5106383,0.23762376
0.53191489,0.24509804
0.53191489,0.24038462
0.55319149,0.24761905
0.55319149,0.22222222
0.57446809,0.22881356
0.57446809,0.20769231
0.59574468,0.21374046
0.59574468,0.21212121
0.61702128,0.21804511
0.61702128,0.21481481
0.63829787,0.22058824
0.63829787,0.2189781
0.65957447,0.22463768
0.65957447,0.22302158
0.68085106,0.22857143
0.68085106,0.22535211
0.70212766,0.23076923
0.70212766,0.22916667
0.72340426,0.23448276
0.72340426,0.23287671
0.74468085,0.23809524
0.74468085,0.23489933
0.76595745,0.24
0.76595745,0.23376623
0.78723404,0.23870968
0.80851064,0.24358974
0.80851064,0.24203822
0.82978723,0.24683544
0.82978723,0.24528302
0.85106383,0.25
0.85106383,0.24691358
0.87234043,0.25153374
0.87234043,0.22905028
0.89361702,0.23333333
0.89361702,0.2295082
0.91489362,0.23369565
0.93617021,0.23783784
0.93617021,0.23157895
0.95744681,0.23560209
0.95744681,0.23316062
0.9787234,0.2371134
1,0.24102564
1,0
,
,
,
,
,0
