1,1
2,0.5
3,0.66666667
4,0.5
5,0.4
6,0.33333333
7,0.28571429
8,0.25
9,0.22222222
10,0.2
11,0.18181818
12,0.16666667
13,0.15384615
14,0.14285714
15,0.13333333
16,0.125
17,0.11764706
18,0.11111111
19,0.15789474
20,0.15
21,0.14285714
22,0.18181818
23,0.17391304
24,0.16666667
25,0.16
26,0.15384615
27,0.14814815
28,0.14285714
29,0.13793103
30,0.16666667
31,0.16129032
32,0.15625
33,0.15151515
34,0.14705882
35,0.17142857
36,0.19444444
37,0.18918919
38,0.18421053
39,0.20512821
40,0.2
41,0.19512195
42,0.19047619
43,0.18604651
44,0.18181818
45,0.17777778
46,0.17391304
47,0.19148936
48,0.20833333
49,0.20408163
50,0.2
51,0.19607843
52,0.19230769
53,0.18867925
54,0.18518519
55,0.2
56,0.19642857
57,0.19298246
58,0.20689655
59,0.22033898
60,0.23333333
61,0.2295082
62,0.22580645
63,0.22222222
64,0.21875
65,0.21538462
66,0.22727273
67,0.2238806
68,0.22058824
69,0.2173913
70,0.22857143
71,0.22535211
72,0.22222222
73,0.21917808
74,0.22972973
75,0.24
76,0.23684211
77,0.23376623
78,0.24358974
79,0.25316456
80,0.25
81,0.24691358
82,0.24390244
83,0.24096386
84,0.25
85,0.24705882
86,0.24418605
87,0.24137931
88,0.25
89,0.24719101
90,0.24444444
91,0.24175824
92,0.23913043
93,0.23655914
94,0.23404255
