1,0
5,0
6,0.16666667
7,0.28571429
8,0.375
9,0.33333333
10,0.3
11,0.36363636
12,0.33333333
13,0.38461538
14,0.35714286
15,0.33333333
16,0.3125
17,0.29411765
18,0.27777778
19,0.26315789
20,0.25
21,0.28571429
22,0.31818182
23,0.30434783
24,0.29166667
25,0.32
26,0.30769231
27,0.2962963
28,0.32142857
29,0.34482759
30,0.36666667
31,0.35483871
32,0.34375
33,0.33333333
34,0.35294118
35,0.37142857
36,0.36111111
37,0.37837838
38,0.39473684
39,0.41025641
40,0.4
41,0.41463415
42,0.4047619
43,0.41860465
44,0.40909091
45,0.42222222
46,0.41304348
47,0.42553191
48,0.41666667
49,0.40816327
50,0.4
51,0.39215686
52,0.38461538
53,0.37735849
54,0.37037037
55,0.36363636
56,0.35714286
57,0.35087719
58,0.34482759
59,0.33898305
60,0.33333333
61,0.32786885
62,0.33870968
63,0.34920635
64,0.34375
65,0.33846154
66,0.33333333
67,0.32835821
68,0.32352941
69,0.33333333
70,0.32857143
71,0.32394366
72,0.31944444
73,0.31506849
74,0.31081081
75,0.30666667
76,0.30263158
77,0.2987013
78,0.30769231
