1,0
3,0
4,0.25
5,0.2
6,0.16666667
7,0.14285714
8,0.25
9,0.33333333
10,0.4
11,0.36363636
12,0.33333333
13,0.30769231
14,0.35714286
15,0.33333333
16,0.3125
17,0.35294118
18,0.33333333
19,0.31578947
20,0.3
21,0.28571429
22,0.31818182
23,0.30434783
24,0.29166667
25,0.32
26,0.30769231
27,0.33333333
28,0.32142857
29,0.31034483
30,0.3
31,0.29032258
32,0.28125
33,0.27272727
34,0.26470588
35,0.25714286
36,0.27777778
37,0.27027027
38,0.26315789
39,0.25641026
40,0.25
41,0.24390244
42,0.23809524
43,0.23255814
44,0.22727273
45,0.22222222
46,0.2173913
47,0.21276596
48,0.20833333
49,0.20408163
50,0.2
51,0.21568627
52,0.21153846
53,0.20754717
54,0.22222222
55,0.21818182
56,0.23214286
57,0.22807018
58,0.22413793
59,0.23728814
60,0.23333333
61,0.2295082
62,0.22580645
63,0.22222222
64,0.21875
65,0.23076923
66,0.22727273
67,0.2238806
68,0.22058824
69,0.2173913
70,0.21428571
71,0.21126761
72,0.22222222
73,0.23287671
74,0.22972973
75,0.22666667
76,0.22368421
77,0.22077922
78,0.21794872
79,0.21518987
80,0.2125
81,0.20987654
82,0.2195122
83,0.22891566
84,0.23809524
85,0.24705882
86,0.25581395
87,0.25287356
88,0.25
89,0.24719101
90,0.24444444
91,0.24175824
92,0.25
93,0.24731183
94,0.25531915
